pid,dc_real_pid,pm_pid,property_name,pm_parent_pid,parent_property_name,year_ending,report_status,address_of_record,owner_of_record,ward,reported_address,city,state,postal_code,year_built,primary_ptype_self,primary_ptype_epa,tax_record_floor_area,reported_gross_floor_area,energy_star_score,site_eui,weather_norm_site_eui,source_eui,weather_norm_source_eui,total_ghg_emissions,total_ghg_emissions_intensity,water_use,electricity_use,natural_gas_use,fuel_use,district_water_use,metered_areas_energy,metered_areas_water,latitude,longitude
PM03509608,1666_0805,3509608,5151 Wisconsin Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5151 WISCONSIN AV NW,ALEXANDRA B SHRAKE,3,5151 Wisconsin Avenue NW,Washington,DC,20016,1963,Office,Office,108724,104325,1,242.7,243.3,707.9,708.6,3171.1,30.4,2622.6,6629162,26971.29051,,,Whole Building,Whole Building,38.95666164,-77.08305179
DC18790800,1879_0800,N/A,,,,12/31/2015,No report received,5130 CONNECTICUT AV NW,DOUGLASS LP,3,,Washington,DC,,1929,,Not Provided,57708,,,,,,,,,,,,,,,,38.9566688,-77.0712513
DC28010095,2801_0095,N/A,,,,12/31/2015,No report received,5521 COLORADO AVE NW,LONFELLOW COLARDO ASSO LLC,4,,Washington,DC,,1932,,Not Provided,66218,,,,,,,,,,,,,,,,38.956905,-77.0322939
DC37480052,3748_0052,N/A,,,,12/31/2015,Exempt from this year's disclosure,0300 - 0320 RIGGS RD NE,FORT TOTTEN NORTH LLC,,,Washington,DC,,2014,,Not Provided,,,,,,,,,,,,,,,,,38.9570612,-77.0021686
PM04053839,2934_0802,4053839,The Verona,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5601 13TH ST NW,5601 13TH STREET NW LLC,4,5601 13th Street N.W.,Washington,DC,20011,1955,Multifamily Housing,Multifamily Housing,70212,52680,3,65.6,67.3,148.7,152.5,345.9,6.6,6694.9,589661.8,14416.15072,,,Whole Building,Whole Building,38.95758108,-77.0289762
DC31540823,3154_0823,N/A,,,,12/31/2015,Exempt from this year's disclosure,741 LONGFELLOW ST NW,LONGFELLOW TERRACE LLC,4,,Washington,DC,,1959,,Not Provided,81763,,,,,,,,,,,,,,,,38.9576766,-77.0237896
PM04385279,1874_0801,4385279,Huntington Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5225 CONNECTICUT AV NW,CONNECTICUT AVENUE LP,3,5225 Connecticut Avenue NW,Washington,DC,20015,1964,Mixed Use Property,Multifamily Housing,108616,108616,50,77.6,79,130,131.5,651.5,6,5627.6,739175,59102.09871,,,Whole Building,Whole Building,38.95838235,-77.07140273
PM03760825,1659_0001,3760825,5225 Wisconsin Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5225 WISCONSIN AVE NW,C L NORRIS TRUSTEES & J S NORRIS TRUSTEES,3,5225 Wisconsin Ave NW,Washington DC,DC,20015,1971,Office,Office,193158,193167.9,,59.6,59.9,153.3,152.6,1288.6,6.7,4807.9,2457117,31313.7465,,,Whole Building,Whole Building,38.95838914,-77.08408943
PM03512552,1657_0024,3512552,T09 - Western Bus Division,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5230 WISCONSIN AV NW,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),3,5230 Wisconsin Ave. NW,Washington,DC,20016,1909,Other,Other,52529,57100,,232.7,244.4,421.7,434.7,1097.1,19.2,688.5,1420539,84390.50658,,,Whole Building,,38.95852839,-77.08498542
PM04742799,1580_0033,4742799,6008-Washington,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5255 WESTERN AVE NW,MAZZA FAMILY FRIENDSHIP HEIGHTS LLC,3,5255 Western Ave Nw,Washington,DC,20015,2000,Retail Store,Retail Store,146676,147917,78,59.7,59.6,132.7,130.3,869.4,5.9,1009,1452090,38815.00046,,,Whole Building,Whole Building,38.95861408,-77.08776467
PM03500589,1579_0010,3500589,4400 Jenifer St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4400 JENIFER ST NW,JENIFER STREET LIMITED PARTNERSHIP,3,4400 Jenifer Street NW,Washington,DC,20015,1972,Office,Office,136710,82525,83,69.2,68.7,165.8,164.1,600.4,7.3,1547.7,1077717,20353.91643,,,Whole Building,Whole Building,38.95863203,-77.08652334
PM01711353,1661_0817,1711353,Chevy Chase Plaza,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5301 WISCONSIN AV NW,5301 WISCONSIN AVENUE ASSOCIATES LLC,3,5301 Wisconsin Avenue NW,Washington,DC,20015,1989,Office,Office,250155,185198,66,76.5,76.5,240.1,240.1,1895.4,10.2,5322.4,4149701,,,,Whole Building,Whole Building,38.95934321,-77.08433768
PM01749204,1660_0812,1749204,Mazza Gallerie (DOEE),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5300 WISCONSIN AVE NW,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA,3,5300 Wisconsin Ave NW,Washington,DC,20015,1977,Enclosed Mall,Other,386528,293935,,50.2,50.5,148,148.2,1866.3,6.3,8904.5,3926490,13714.69956,,,Whole Building,Whole Building,38.95942452,-77.08561952
PM03512639,1661_0855,3512639,Friendship Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5333 WISCONSIN AV NW,STREET RETAIL INC,3,5333 Wisconsin Avenue,Washington,DC,20015,1998,Retail Store,Retail Store,86379,118705,15,130.6,129.6,350.5,346.3,1802.1,15.2,2966.4,3551262,33895.36556,,,Whole Building,Whole Building,38.95976571,-77.08456628
DC22870809,2287_0809,N/A,,,,12/31/2015,No report received,3050 MILITARY RD NW,THE INGLESIDE PRESBYTERIAN RETIREMENT COMMUNITY INC,4,,Washington,DC,,2000,,Not Provided,348505,,,,,,,,,,,,,,,,38.960517,-77.0616788
PM01526560,1661_0813,1526560,5335 Chevy Chase Pavilion,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5335 WISCONSIN AV NW,CLPF-CC PAVILION LP,3,5335 Wisconsin Avenue,Washington,DC,20015,1990,Office,Office,894921,204788.8,90,47.7,46.7,149.9,146.8,1308.4,6.4,14065.6,2864583,,,,Whole Building,,38.96077377,-77.08484663
PM03467992,2794_0899,3467992,Walden Commons,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1336 MISSOURI AVE NW,WALDEN COMMONS LLC,4,1336 Missouri Ave NW,Washington,DC,20011,1949,Multifamily Housing,Multifamily Housing,160098,135000,64,77,80.3,121.5,125,713.9,5.3,8815.4,769950.2,77693.51649,,,Whole Building,Whole Building,38.96114223,-77.03207423
PM04350416,1663_3127,4350416,Chase Point,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4301 MILITARY RD NW,CHASE POINT CONDO,3,4301 Military Road NW,Washington,DC,20015,2007,Multifamily Housing,Multifamily Housing,150100,176385,82,29.7,29.7,91,91,685.8,3.9,6732.2,1478400,1975.360871,,,Whole Building,Whole Building,38.9615117,-77.0843203
PM03987144,3379_0823,3987144,Secure Self Storage,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5909 BLAIR RD NW,VERITAS GROUP IV L L C,4,5909 Blair Road NW,Washington,DC,20011,2006,Self-Storage Facility,Self-Storage Facility,75568,75568,,15.3,15.3,47.9,47.9,154.4,2,17.4,338128.4,,,,Whole Building,Whole Building,38.96157973,-77.0093888
PM04379381,1869_0825,4379381,The Kenmore,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5415 CONNECTICUT AVE NW,WRIT KENMORE LLC,3,5415 Connecticut Avenue,Washington,DC,20015,1948,Multifamily Housing,Multifamily Housing,274794,264500,54,68.6,70,144,145.5,1699.6,6.4,12965.1,2670145,90374.31255,,,Whole Building,Whole Building,38.96171869,-77.07323972
PM04372819,1857_3004,4372819,Garfield Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5410 CONNECTICUT AVE NW,THE GARFIELD CONDO,3,5410 Connecticut Ave NW,Washington,DC,20015,1957,Multifamily Housing,Multifamily Housing,131061,131061,49,75.4,76,140.7,139.3,836.6,6.4,4794.9,1130590,60283.55874,,,Whole Building,Whole Building,38.9618,-77.0743547
DC29860039,2986_0039,N/A,,,,12/31/2015,Exempt from this year's disclosure,5929 GEORGIA AV NW,SCG 5929 GEORGIA AVENUE LLC,4,,Washington,DC,20011,2013,,Not Provided,106243,,,,,,,,,,,,,,,,38.9619482,-77.0272307
PM03503353,1869_0036,3503353,La Reine Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5425 CONNECTICUT AVE NW,INVESTORS CONNECTICUT AVENUE LLC,3,5425 Connecticut Avenue NW,Washington,DC,20015,1929,Multifamily Housing,Multifamily Housing,100044,100044,94,57.4,60.3,84.1,86.5,397.2,4,2559.8,334647.8,46002.74056,,,Whole Building,Whole Building,38.96228105,-77.07370034
PM04527245,1858_0058,4527245,Chevy Chase House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5420 CONNECTICUT AVE NW,CHEVY CHASE HOUSE ASSOCIATES,3,5420 Connecticut Avenue NW,Washington D.C.,DC,20015,1929,Multifamily Housing,Multifamily Housing,119244,119244,8,100.2,,185.1,,1012.2,8.5,5046.6,1339668,69575.01093,413999.9,,Whole Building,Whole Building,38.9624161,-77.0745746
PM03997884,2792_0801,3997884,Rolling Terrace,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1360 PEABODY ST NW,ROLLING TERRACE LLC,4,1360 Peabody Street NW,Washington,DC,20011,1941,Multifamily Housing,Multifamily Housing,50268,50268,32,84.1,86.5,131.4,132.6,308.3,6.1,3284.1,303796.5,31912.16054,,,Whole Building,Whole Building,38.96275871,-77.03226709
PM03982177,1858_0051,3982177,The Brittany Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5432 CONNECTICUT AVE NW,BCB APARTMENTS LLC,3,5432 Connecticut Avenue N.W.,Washington,DC,20015,1963,Multifamily Housing,Multifamily Housing,71469,71469,68,64.1,65.3,113.6,112.5,371.1,5.2,453.4,463649.6,29994.80541,,,Whole Building,Whole Building,38.96287873,-77.07472845
PM03993209,1869_0823,3993209,Livingston,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5437 CONNECTICUT AV NW,BDC LIVINGSTON LLC,3,5437 Connecticut Ave NW,Washington,DC,20015,1954,Multifamily Housing,Multifamily Housing,53410,50153,56,79.3,80.2,140,139.3,321.1,6.4,2324.9,398763.7,26160.77206,,,Whole Building,Whole Building,38.9628812,-77.0739525
PM03662818,2308_0805,3662818,St John's College High School,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2607 MILITARY RD NW,SAINT JOHNS COLLEGE INC,4,2607 Military Rd NW,Washington,DC,20015,1961,Other - Education,Other - Education,229749,265000,,55.4,56.7,110.1,111.4,1185.2,4.5,2548.6,1929600,80985.79671,,,Whole Building,Whole Building,38.9629552,-77.0550528
PM03999186,3379_0820,3999186,6031 Kansas Ave NW - Kansas Ave DG,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,6031 KANSAS AVE NW,KANSAS AVENUE DEVELOPMENT GROUP LLC,4,6031 Kansas Avenue NW,Washington,DC,20011,1948,Non-Refrigerated Warehouse,Warehouse,71562,71562,96,14.6,15.2,18.9,19.5,65.3,0.9,191.2,35855.9,9215.53197,,,Whole Building,Whole Building,38.963088,-77.00921154
PM04381150,3377E0807,4381150,6011 Blair Rd NW - Blair Storage LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,6011 BLAIR RD NW,BLAIR STORAGE LLC,4,6011 Blair Rd NW,Washington,DC,20011,2000,Self-Storage Facility,Self-Storage Facility,51000,51000,,10,10,13.7,13.7,33.4,0.7,39.9,23065,4302.94159,,,Whole Building,Whole Building,38.96321585,-77.01095087
PM03663542,3377E0807,3663542,0662-Washington DC - Blair RD. N.w.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,6011 BLAIR RD NW,BLAIR STORAGE LLC,4,6011 Blair Road Nw,Washington,DC,20011,2009,Non-Refrigerated Warehouse,Warehouse,51000,99564,73,13.9,14.1,35.4,35.6,153.4,1.5,37,289807,3952.99997,,,Whole Building,Whole Building,38.96321585,-77.01095087
PM04376418,2726_0812,4376418,6040 14th St NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,6040 14TH ST NW,VICTORY INVESTMENTS INC,4,6040 14th St NW,Washington,DC,20011,1949,Multifamily Housing,Multifamily Housing,63224,63224,72,62.6,63.6,96.3,95.8,284.9,4.5,4217.2,270628.3,30359.44543,,,Whole Building,Whole Building,38.96359693,-77.033848
PM04352082,27260812;27260821,4352082,1440 Rockveiw Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1440 ROCK CREEK FORD RD NW; 6040 14TH ST NW,AUBINOE ROCKVIEW LIMITED PARTNERSHP; VICTORY INVESTMENTS INC,4,1440 Rockcreekford road,NW Washington,DC,20011,1959,Multifamily Housing,Multifamily Housing,155390,65000,7,104.6,107.6,181.1,182,540.2,8.3,7558.9,649765,45827.82739,,,Whole Building,Whole Building,38.96359693,-77.033848
DC27260822,2726_0822,N/A,,,,12/31/2015,Exempt from this year's disclosure,1444 ROCK CREEK FORD RD NW,ROCKFORD APARTMENTS LP,4,,Washington,DC,20011,1959,,Not Provided,77000,,,,,,,,,,,,,,,,38.9636319,-77.035276
PM04000739,3377E0809,4000739,6035 Blair Rd NW - Blair Rd DG,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,6035 BLAIR RD NW,BLAIR ROAD DEVELOPMENT GROUP LLC,4,6035 Blair Road NW,Washington,DC,20011,1964,Self-Storage Facility,Self-Storage Facility,63711,63710,,3.7,3.5,5.9,5.7,17.4,0.3,112.6,17943.2,1741.12204,,,Whole Building,Whole Building,38.96378222,-77.01076368
PM04008029,2791_0812,4008029,Fort View,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,6000 13TH PL,FORT VIEW LP,4,6030 13th Place NW,Washington,DC,20011,1939,Multifamily Housing,Multifamily Housing,60885,60885,76,32.2,33,97.4,100,253.7,4.2,1353.2,542948,1077.799961,,,Whole Building,Whole Building,38.9639529,-77.03092
PM03999200,3373_0835,3999200,6101 Blair Rd NW - Blair Rd DG,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,6101 BLAIR RD NW,BLAIR ROAD DEVELOPMENT GROUP LLC,4,6101 Blair Road NW,Washington,DC,20011,1964,Non-Refrigerated Warehouse,Warehouse,69261,69261,,4.2,4.2,12.9,12.9,38.2,0.6,52.3,82307.7,116.9639962,,,Whole Building,Whole Building,38.96455,-77.01119
PM04536656,2790_0812,4536656,CCA Fort Stevens LP,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1339 FORT STEVENS DR NW,CCA-FORT STEVENS LP,4,1339 Fort Stevens Dr,Washington,DC,20011,1959,Multifamily Housing,Multifamily Housing,57925,46243,3,135.8,141.4,200.4,205.3,436.8,9.4,5189.4,374913.4,50000.39895,,,Whole Building,Whole Building,38.96476967,-77.03240599
DCPAR01150238,PAR01150238,N/A,,,,12/31/2015,Exempt from this year's disclosure,6130 NORTH CAPITOL ST NW,IDEAL ACADEMY PUBLIC CHARTER SCHOOL,,,Washington,DC,,2008,,Not Provided,,,,,,,,,,,,,,,,,38.9648647,-77.0098236
PM04007122,2790_0810,4007122,1329-1337 Ft. Stevens Drive NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1329 - 1337 FORT STEVENS DR NW,1329-1337 FT STEVENS DR LLC,4,1329-1337 Ft. Stevens Drive NW,Washington,DC,20011,1942,Multifamily Housing,Multifamily Housing,64692,64692,73,66.4,67.9,97.7,98.3,298.1,4.6,6082.8,253501.6,34319.86172,,,Whole Building,Whole Building,38.96493713,-77.03145893
PM03882212,2727_0801,3882212,The Rittenhouse,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,6101 16th Street NW,The Rittenhouse,4,6101 16th Street NW,Washington,DC,20011,1957,Multifamily Housing,Multifamily Housing,212464,212464,99,32.2,32.7,56.3,56.8,503.8,2.4,15621.9,668926.2,45569.92913,,,Another configuration,Whole Building,38.964946,-77.034845
DC27270801,2727_0801,N/A,,,,12/31/2015,No report received,6101 16TH ST NW,RITTENHOUSE APARTMENTS LLC,4,,Washington,DC,,1957,,Not Provided,390470,,,,,,,,,,,,,,,,38.964946,-77.034845
PM04575559,3341_0812,4575559,National Children's Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,6200 2ND ST NW,NATIONAL CHILDRENS CENTER INC,4,6200 2nd street NW,Washington DC,DC,20011,1950,Financial Office,Office,53147,70000,95,32,32,100.5,100.5,300,4.3,112,656825,0,,,Whole Building,Whole Building,38.9655187,-77.0144746
DCPAR00880360,PAR00880360,N/A,,,,12/31/2015,No report received,1418 - 1424 SOMERSET PL NW,WILLIS LP,4,,Washington,DC,,,,Not Provided,50048,,,,,,,,,,,,,,,,38.9666335,-77.0343756
DC33680822,3368_0822,N/A,,,,12/31/2015,Exempt from this year's disclosure,6501 - 6527 CHILLUM PL NW,MFS CHILLUM LLC,4,,Washington,DC,,1955,,Not Provided,54228,,,,,,,,,,,,,,,,38.9671724,-77.011669
DCPAR00880334,PAR00880334,N/A,,,,12/31/2015,No report received,1415 TUCKERMAN ST NW,MCDANIELS INVESTMENT CORP,4,,Washington,DC,,1948,,Not Provided,69228,,,,,,,,,,,,,,,,38.9675824,-77.0346681
PM03989358,1863_0047,3989358,Blessed Sacrament School,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5949 WESTERN AVE NW,ROMAN CATHOLIC ARCHBISHOP OF WASHINGTON,3,5841 Chevy Chase Parkway NW,Washington DC,DC,20015,1928,K-12 School,K-12 School,66921,83290,47,58.4,57.4,153.3,148,554.3,6.7,112.8,1074303,11975.40647,,,Whole Building,Whole Building,38.96842719,-77.0747692
PM03670808,2729_0006,3670808,Winchester Underwood Cooperative,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,6445 LUZON AVE NW,THE WINCHESTER-UNDERWOOD COOPERATIVE INC,4,6445 Luzon Avenue N.W.,Washington,DC,20012,1959,Multifamily Housing,Multifamily Housing,138199,138199,94,39.4,40.2,71.4,71.1,449.4,3.3,4511,582070,34557.91811,,,Whole Building,Whole Building,38.96865795,-77.03382503
PM04798782,2974_0020,4798782,Safeway 1276 - Piney Branch Rd,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,6500 PINEY BRANCH RD NW,NAI SATURN EASTERN LLC,4,6500 Piney Branch Rd NW,Washington,DC,20012,1992,Supermarket/Grocery Store,Supermarket,51654,51827,69,239.9,240.3,600.4,597.4,1358.1,26.2,1509.7,2532684,37907.99974,,,Whole Building,Whole Building,38.9695284,-77.02655062
PM03997957,2785_0062,3997957,Winchester-Van Buren,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,6505 14TH ST NW,LUZON ASSOCIATES LP,4,6505 14th Street NW,Washington,DC,20012,1942,Multifamily Housing,Multifamily Housing,65416,65416,60,74.7,77.5,123.4,124.9,373.1,5.7,3658.9,412007.5,34816.43037,,,Whole Building,Whole Building,38.96965107,-77.03301126
DCPAR00890021,PAR00890021,N/A,,,,12/31/2015,No report received,6601 14TH ST NW,LUZON ASSOCIATES LP,4,,Washington,DC,,1942,,Not Provided,90400,,,,,,,,,,,,,,,,38.97086,-77.03276
PM04377138,2339_0003,4377138,Knollwood Army Distaff Foundation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,6200 OREGON AV NW,ARMY DISTAFF FOUNDATION INC,4,6200 oregon ave nw,Washington,DC,20015,1959,Multifamily Housing,Multifamily Housing,301157,412210,26,90.7,91.1,184.7,183.3,3458.5,8.4,6856.1,5182882,176388.0853,2079867.2,,Whole Building,Whole Building,38.97153506,-77.05495652
PM03997889,2968_0801,3997889,Normandie,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,6817 GEORGIA AV NW,NORMANDIE LLC,4,6817 Georgia Avenue NW,Washington,DC,20012,1936,Multifamily Housing,Multifamily Housing,91752,91752,63,72.4,74.1,124,123.6,522.9,5.7,3856.7,616660.5,45427.74531,,,Whole Building,Whole Building,38.97297766,-77.02652421
DC33590047,3359_0047,N/A,,,,12/31/2015,Exempt from this year's disclosure,6830 LAUREL ST NW,STRAYER UNIVERSITY INC,,,Washington,DC,,1906,,Not Provided,,,,,,,,,,,,,,,,,38.9732056,-77.0138615
PM04542998,3359_0049,4542998,Jemal's WTU LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,6896 LAUREL ST NW,JEMALS WTU LLC,4,6896 Laurel Street NW,Washington,DC,20012,1930,College/University,College/University,72600,72600,,60.7,60.7,190.6,190.6,589.9,8.1,3313.1,1291500,,,,Whole Building,Whole Building,38.97376623,-77.01344388
PM03358048,3359_0048,3358048,Jemal's Takoma Park LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,6856 EASTERN AV NW,DONALD JEMAL,4,6856 Eastern Ave 6905-6926 Willow &,Washington,DC,20012,1956,Non-Refrigerated Warehouse,Warehouse,161798,209707,82,36.6,37.1,93.8,94.4,856.3,4.1,717,1630321,21023.90088,,,Whole Building,,38.97416517,-77.013747
PM03999668,3187_3080,3999668,Cedar Crossing Condominiums - Whole Bldg,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0343 CEDAR ST NW,CEDAR CROSSING CONDOMINIUM,4,343 Cedar Street NW,Washington,DC,20910,2005,Multifamily Housing,Multifamily Housing,56610,56610,8,54.6,54.6,171.5,171.5,413.8,7.3,1536.4,906038,,,,Whole Building,Whole Building,38.9747767,-77.0180942
PM03995408,3354_0026,3995408,Elevation 314,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,314 CARROLL ST NW,TP2 LLC,4,314 Carroll Street NW,Washingon D.C.,DC,20012,2004,Multifamily Housing,Multifamily Housing,68000,68000,72,34.9,34.9,95.2,95.2,279.9,4.1,1565.8,558601.2,4666.497576,,,Whole Building,Whole Building,38.97489174,-77.01677983
