pid,dc_real_pid,pm_pid,property_name,pm_parent_pid,parent_property_name,year_ending,report_status,address_of_record,owner_of_record,Ward,reported_address,city,state,postal_code,year_built,primary_ptype_self,primary_ptype_epa,tax_record_floor_area,reported_gross_floor_area,energy_star_score,site_eui,weather_norm_site_eui,source_eui,weather_norm_source_eui,total_ghg_emissions,total_ghg_emissions_intensity,water_use,water_score_mf_properties,electricity_use,natural_gas_use,fuel_use,district_water_use,metered_areas_energy,metered_areas_water,latitude,longitude
PM04527762,3058_0834; 3068_0810; 3058_0834; 3069_0066,4527762,Howard University College Hall North,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,0654 GIRARD ST NW; 2229 4TH ST NW; 0654 GIRARD ST NW; 2205 4TH ST NW,HOWARD UNIVERSITY  (LAND ONLY); THE HOWARD UNIVERSITY INC,1,2229 4th Street NW,Washington,DC,20059,2014,Residence Hall/Dormitory,Residence Hall/Dormitory,551795,138829,64,42.9,42.9,134.8,134.8,661.1,4.8,7052.4,,1746643,,,,Whole Building,Whole Building,38.919891,-77.0177161
PM04060691,3058_0835,4060691,Cook Hall,4060094,Sub Station Buildings,12/31/2017,In Compliance,0511 FAIRMONT ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,601 Fairmont St. NW,Washington,DC,20059,1937,Residence Hall/Dormitory,Residence Hall/Dormitory,83444,83444,100,14,14.6,14.7,15.4,62.1,0.7,18565,,171.3,11673.39237,,,Whole Building,Whole Building,38.92540864,-77.02170854
PM04557166,3058_0835,4557166,Howard Manor,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,0511 FAIRMONT ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,654 Girard Street NW,Washington,DC,20059,1939,Residence Hall/Dormitory,Residence Hall/Dormitory,83444,75000,92,25,25,78.5,78.5,208.1,2.8,1089.2,,549850.8,,,,Whole Building,Whole Building,38.92540864,-77.02170854
PM04060684,3060_0041,4060684,Business School (1B),4060094,Sub Station Buildings,12/31/2017,In Compliance,2600 6TH ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,2600 6th St. NW,Washington,DC,20059,1984,College/University,College/University,117930,130859,,,,,,0,0,1236,,,,,,,Whole Building,38.924369,-77.021988
PM04694870,3060_0830,4694870,Miner Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,2545 GEORGIA AV NW,HOWARD UNIVERSITY  (LAND ONLY),1,2565 Georgia Avenue NW,Washington,DC,20059,1897,College/University,College/University,68395,82737,,11.6,12.6,36.3,39.6,106.1,1.3,924.8,,280287.2,,,,Whole Building,Whole Building,38.92377605,-77.02179161
PM04060094,3060_0839,4060094,Sub Station Buildings,4060094,Sub Station Buildings,12/31/2017,In Compliance,2400 6TH ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,100 6th and Trumbul St.,Washington,DC,20059,1867,College/University,College/University,119550,3276489,,237.2,240.7,440.5,440.8,58636,17.9,,,87960380,4771424.003,,,Whole Building,,38.924369,-77.021988
PM04060678,3060_0839,4060678,Administration Bldg (1B),4060094,Sub Station Buildings,12/31/2017,In Compliance,2400 6TH ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,2400 6th St. NW,Washington,DC,20059,1956,Office,Office,119550,87305,,,,,,0,0,8372.4,,,,,,,Whole Building,38.92313,-77.021573
PM04060718,3063_0801,4060718,Wheatley Hall,4060094,Sub Station Buildings,12/31/2017,In Compliance,2350 4TH ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,2455 4th Street  NW,Washington,DC,20059,1948,College/University,Residence Hall/Dormitory,222077,50625,,,,,,0,0,794.1,,,,,,,Whole Building,38.922256,-77.017985
PM04060681,3063_0801; 3068_0810,4060681,Bethune Annex (3B),4060094,Sub Station Buildings,12/31/2017,In Compliance,2350 4TH ST NW; 2229 4TH ST NW,HOWARD UNIVERSITY  (LAND ONLY); THE HOWARD UNIVERSITY INC,1,2225 4th Street  NW,Washington,DC,20059,1994,Residence Hall/Dormitory,Residence Hall/Dormitory,412591,225000,100,18.8,18.8,19.8,19.8,225.2,1,13795.7,,,42399.25617,,,Whole Building,Whole Building,38.920882,-77.017807
PM03513078,3064_0044,3513078,Wonder Plaza,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2301 GEORGIA AVE NW,HOWARD UNIVERSITY  (LAND ONLY),1,2301 Georgia Avenue  NW,Washington,DC,20001,1867,Office,Office,119700,110000,52,59.6,60,182.2,182.6,712.1,6.5,1506.6,,1844751,2615.392714,,,Whole Building,Whole Building,38.92061614,-77.02162297
PM04060679,3064_0837,4060679,Architecture and Planning (1A),4060094,Sub Station Buildings,12/31/2017,In Compliance,2300 - 2370 6TH ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,2366 6th St. NW,Washington,DC,20059,1956,College/University,College/University,162354,63367,,,,,,0,0,1734.3,,,,,,Whole Building,Whole Building,38.922096,-77.021542
PM04060705,3064_0837,4060705,LK Downing Engineering,4060094,Sub Station Buildings,12/31/2017,In Compliance,2300 - 2370 6TH ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,2300 6th Street  NW,Washington,DC,20059,1952,College/University,College/University,162354,98856,,0.2,0.2,0.2,0.2,1,0,1743,,,183.0967759,,,Whole Building,Whole Building,38.921564,-77.021498
PM03513020,3065_0036,3513020,Howard Center/ Book Store,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,2225 GEORGIA AVE NW,HOWARD UNIVERSITY  (LAND ONLY),1,2225 Georgia Ave. NW,Washington,DC,20059,1975,Office,Office,122766,90157,33,97.1,97.2,304.1,304.2,969.3,10.8,9016.9,,2555926,355.971481,,,Whole Building,Whole Building,38.91973496,-77.0215489
PM04060686,3069_0065,4060686,C B Powell Building,4060094,Sub Station Buildings,12/31/2017,In Compliance,0515 BRYANT ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,525 Bryant Street  NW,Washington,DC,20059,1908,College/University,College/University,68440,134000,,,,,,0,0,1405.9,,,,,,Whole Building,Whole Building,38.9197618,-77.0200717
PM04060707,3069_0065,4060707,Louis Stokes Library,4060094,Sub Station Buildings,12/31/2017,In Compliance,0515 BRYANT ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,501 W St. NW,Washington,DC,20059,1981,Library,Library,68440,77335,,,,,,0,0,341.2,,,,,,,Whole Building,38.9197618,-77.0200717
PM04598032,3069_0065,4598032,School of Nursing & Allied Health,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0515 BRYANT ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,516 Bryant Street NW,Washington,DC,20059,1940,College/University,College/University,68440,68000,,28.8,28.8,90.5,90.5,217.3,3.2,1722.1,,574223.7,,,,Whole Building,Whole Building,38.9197618,-77.0200717
PM04600643,3069_0065,4600643,Laser Chemistry Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,0515 BRYANT ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,500 College Street  NW,Washington,DC,20059,1912,College/University,College/University,68440,6700,,,,,,0,0,,,,,,,Whole Building,Whole Building,38.9197618,-77.0200717
PM03862676,3069_0853,3862676,C.H.O.I.C.E. Academy @ Wash Met,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,300 Bryant St NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,300 Bryant St NW,Washington,DC,20001,1962,K-12 School,K-12 School,,49500,46,71,78.3,146.5,154.2,285.2,5.8,,,499890,18073.29108,,,Whole Building,,38.92043047,-77.01558101
PM04178758,3070_0087;3070_0088;3070_0092;3070_0093;3070_0094;3072_0047;3072_0050,4178758,Kelly Miller,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2101 4th Street NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY,1,2101 4th Street NW,Washington,DC,20001,1941,Multifamily Housing,Multifamily Housing,,162712,26,94.9,103.9,141,150,1006,6.2,12694.4,,944127,122128.9985,,,Whole Building,Whole Building,38.918517,-77.0175613
PM04097151,3070_0095,4097151,LeDroit,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2125 4Th. St. NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY,1,2125 4Th. St. NW,Washington,DC,20001,1965,Multifamily Housing,Multifamily Housing,,83706,46,96.4,104.8,167.5,175.2,582.1,7,7746.8,,778850,54087.00074,,,Whole Building,Whole Building,38.9188045,-77.0177892
PM03619488,3072_0052; 3075_0807,3619488,Howard University Hospital Complex,3619488,Howard University Hospital Complex,12/31/2017,In Compliance,401 V ST NW; 2041 - 2121 GEORGIA AV NW,HOWARD UNIVERSITY  (LAND ONLY),1,2041 Georgia Avenue NW,Washington,DC,20059,1975,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),1612114,712485,100,73.2,73.2,229.8,229.8,5784.7,8.1,12336.8,,15283260,0,,,Whole Building,Whole Building,38.9175229,-77.0199887
PM04557123,3074_0011,4557123,Medical Arts Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2139 GEORGIA AVE NW,HOWARD UNIVERSITY  (LAND ONLY),1,2139 Georgia Avenue NW,Washington,DC,20059,1972,College/University,College/University,50391,30396,,45.4,47.3,142.5,148.6,153,5,504.9,,404317.1,,,,Whole Building,Whole Building,38.91884177,-77.0216191
PM03537741,3075_0807,3537741,Howard University Hospital,3619488,Howard University Hospital Complex,12/31/2017,In Compliance,2041 - 2121 GEORGIA AV NW,HOWARD UNIVERSITY  (LAND ONLY),1,2041 Georgia Avenue NW,Washington,DC,20001,1975,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),1427564,647500,,,,,,0,0,565.5,,,,,,Whole Building,Whole Building,38.9189941,-77.0200191
PM04060687,3075_0807,4060687,Cancer Research - Fdr -2. (4B ),3619488,Howard University Hospital Complex,12/31/2017,In Compliance,2041 - 2121 GEORGIA AV NW,HOWARD UNIVERSITY  (LAND ONLY),1,2041 Georgia Avenue  NW,Washington,DC,20059,1980,Medical Office,Medical Office,1427564,64985,,,,,,0,0,,,,,,,Whole Building,Whole Building,38.9189941,-77.0200191
PM04060694,3075_0807,4060694,Dental School,4060094,Sub Station Buildings,12/31/2017,In Compliance,2041 - 2121 GEORGIA AV NW,HOWARD UNIVERSITY  (LAND ONLY),1,600 W Street  NW,Washington,DC,20059,1954,College/University,College/University,1427564,172924,,0.1,0.1,0.1,0.1,0.8,0,18835.7,,,149.5474644,,,Whole Building,Whole Building,38.9189941,-77.0200191
PM04060708,3075_0807,4060708,Medical School - Numa Adams Building,4060094,Sub Station Buildings,12/31/2017,In Compliance,2041 - 2121 GEORGIA AV NW,HOWARD UNIVERSITY  (LAND ONLY),1,500 W Street  NW,Washington,DC,20059,1935,College/University,College/University,1427564,213669,,,,,,0,0,3844.7,,,,,,Whole Building,Whole Building,38.9189941,-77.0200191
PM04060714,3075_0807,4060714,Medical School - Seeley G. Mudd,4060094,Sub Station Buildings,12/31/2017,In Compliance,2041 - 2121 GEORGIA AV NW,HOWARD UNIVERSITY  (LAND ONLY),1,520 W Street  NW,Washington,DC,20059,1979,College/University,College/University,1427564,60000,,0.1,0.1,0.1,0.1,0.4,0,783.9,,,75.1356792,,,Whole Building,Whole Building,38.918994,-77.020019
DC30840830,3084_0830,N/A,,,,12/31/2017,Exempt from this year's disclosure,0211 ELM ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,0211 ELM ST NW,Washington,DC,20059,1942,Other,Other - Undetermined Property Type,52598,,,,,,,,,,,,,,,,,38.91794486,-77.01502038
DC30880835,3088_0835,N/A,,,,12/31/2017,Exempt from this year's disclosure,1919 3RD ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,1919 3RD ST NW,Washington,DC,20059,1942,Other,Other - Undetermined Property Type,87251,,,,,,,,,,,,,,,,,38.91680813,-77.01548852
DC31151855,3115_1855,N/A,,,,12/31/2017,No Report Received,0150 V ST NW,PARKER FLATS @ GAGE SCHOOL,5,0150 V ST NW,Washington,DC,20001,1904,Other,Other - Undetermined Property Type,71567,,,,,,,,,,,,,,,,,38.9178795,-77.0142288
DC31290801,3129_0801,N/A,,,,12/31/2017,No Report Received,111 MICHIGAN AVE NW,WASHINGTON HOSPITAL CENTER,5,111 MICHIGAN AVE NW,Washington,DC,20010,1975,Other,Other - Undetermined Property Type,823802,,,,,,,,,,,,,,,,,38.92727387,-77.01439601
PM01050865,3129_0802,1050865,Medstar POB South Tower,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,106 IRVING ST R NW,WASHINGTON HOSPITAL CENTER,5,106 Irving Street NW,Washington,DC,20010,1967,Medical Office,Medical Office,140215,76319,53,143.5,151.7,358.9,364.8,1054.1,13.8,1903.2,,2150130,,,3618775.1,Whole Building,Whole Building,38.9296835,-77.0137124
PM01050863,3129_0803,1050863,Medstar POB North Tower,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,106 IRVING ST NW,WASHINGTON HOSPITAL CENTER,5,106 Irving Street NW,Washington,DC,20010,1997,Medical Office,Medical Office,126034,106517,77,74.5,76.1,165.9,165,713.8,6.7,6010,,1229286,,,3742473.5,Whole Building,Whole Building,38.92968351,-77.01371241
PM05831947,3129_0804,5831947,Washington Hospital Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,110 IRVING ST NW,WASHINGTON HOSPITAL CENTER,5,110 Irving Street NW,Washington,DC,20010,1958,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),791730,1459375,42,273.5,275,576.3,572.5,32870.2,22.5,179791.3,,59164400,2000436.317,,-2819000.2,Whole Building,Whole Building,38.9295004,-77.0144985
PM04563778,3138_0067,4563778,E.L. Haynes Public Charter School - Kansas Avenue Campus,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4501 KANSAS AVE,E.L. HAYNES PUBLIC CHARTER SCHOOL,4,4501 Kansas Ave NW,Washington,DC,20011,2010,K-12 School,K-12 School,52231,70437,25,91,95.9,226.1,231.2,594.8,8.4,894,,1289572.5,20091.59973,,,Whole Building,Whole Building,38.945657,-77.022371
PM03365952,3173_0802,3365952,Takoma Education Campus,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,7010 PINEY BRANCH ROAD NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,4,7010 PINEY BRANCH ROAD NW,Washington,DC,20012,1976,K-12 School,K-12 School,,117050,56,39,39,122.6,122.6,506.9,4.3,,,1339373,0,,,Whole Building,,38.97504287,-77.02279493
DC31803016,3180_3016,N/A,,,,12/31/2017,No Report Received,0500 BRUMMEL CT NW,BRUMMEL MANOR CONDO,4,0500 BRUMMEL CT NW,Washington,DC,20012,1980,Other,Other - Undetermined Property Type,128826,,,,,,,,,,,,,,,,,38.9805054,-77.0224071
PM03671428,3187_0053,3671428,Gables Takoma Park,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,7035 BLAIR RD NW,L G TAKOMA PARK LP,4,7035 Blair Rd,Washington,DC,20012,2008,Multifamily Housing,Multifamily Housing,199880,131426,31,49.6,50.7,137.2,138.4,655.9,5,3906.8,68,1568847,11685.93206,,,Whole Building,Whole Building,38.97572694,-77.0187989
PM03999668,3187_3080,3999668,Cedar Crossing Condominiums - Whole Bldg,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0343 CEDAR ST NW,CEDAR CROSSING CONDOMINIUM,4,343 Cedar Street NW,Washington,DC,20910,2005,Multifamily Housing,Multifamily Housing,56610,56610,46,38.1,38.1,119.5,119.5,239,4.2,1582.7,85,631389,,,,Whole Building,Whole Building,38.9747767,-77.0180942
PM03365764,3250_0800,3365764,Barnard Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,430 DECATUR STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,4,430 DECATUR STREET NW,Washington,DC,20011,1970,K-12 School,K-12 School,,72500,12,68.8,67.9,215.7,213,552.6,7.6,,,1458861,75.740005,,,Whole Building,,38.92827481,-77.04308041
PM03365970,3268_0811,3365970,Whittier Education Campus,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,6201 5TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,4,6201 5TH STREET NW,Washington,DC,20011,1959,K-12 School,K-12 School,,66600,75,66.9,74.6,120.1,128.3,328.5,4.9,,,465955,28646.33959,,,Whole Building,,38.96585727,-77.0192386
PM03365782,3269_0807,3365782,Coolidge High School (Under modernization through 2019),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,6315 5TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,4,6315 5TH STREET NW,Washington,DC,20011,1940,K-12 School,K-12 School,,271300,92,44.5,48.9,89.4,94.1,961.6,3.5,,,1625296,65217.74211,,,Whole Building,,38.96728457,-77.01957835
PM03540181,3272_0805,3540181,Takoma Community Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,300 Van Buren St NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,4,300 Van Buren St NW,Washington,DC,20012,2004,Other - Recreation,Other - Recreation,,81397,,142.2,145.9,361.6,361,1092.8,13.4,,,2423465,33050.48079,,,Whole Building,,38.96888702,-77.01805168
PM06413618,3341_0812,6413618,Christian Media Corporation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,6200 2ND ST NW,NATIONAL CHILDRENS CENTER INC,4,6200 2nd St NW,Washington,DC,20011,1950,Office,Office,67199,67199,100,17.9,18.8,36.6,37.3,97,1.4,762.6,,168115.2,6287.796557,,,Whole Building,Whole Building,38.9655187,-77.0144746
PM04836141,3353_0051; 3353_0052,4836141,Takoma Central,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,255 CARROLL ST NW; 0235  CARROLL ST NW,FCP TAKOMA CENTRAL LLC,4,255 Carroll St NW,Washington,DC,20012,2014,Multifamily Housing,Multifamily Housing,153180,180471,38,43.8,44.4,127.4,128,826.4,4.6,3866,81,2059189,8843.963239,,,Whole Building,Whole Building,38.9749504,-77.0154205
PM03995408,3354_0026,3995408,Elevation 314,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,314 CARROLL ST NW,TP2 LLC,4,314 Carroll Street  NW,Washington,DC,20012,2004,Multifamily Housing,Multifamily Housing,68000,68000,,12.7,12.8,27.8,27.9,73,1.1,1591.5,,138072.3,3898.100091,,,Whole Building,Whole Building,38.97489174,-77.01677983
DC33590048,3359_0048,N/A,,,,12/31/2017,No Report Received,6856 EASTERN AV NW,DONALD JEMAL,4,6856 EASTERN AV NW,Washington,DC,20012,0,Other,Other - Undetermined Property Type,161798,,,,,,,,,,,,,,,,,38.97416517,-77.013747
DC33590049,3359_0049,N/A,,,,12/31/2017,No Report Received,6896 LAUREL ST NW,JEMAL'S WTU LLC,4,6896 LAUREL ST NW,Washington,DC,20012,1939,Other,Other - Undetermined Property Type,72600,,,,,,,,,,,,,,,,,38.97376623,-77.01344388
PM04632545,3368_0822,4632545,MFS CHILLUM LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,6501 - 6527 CHILLUM PL NW,MFS CHILLUM LLC,4,6500-6527 Chillum Pl.  NW,Washington,DC,20012,1962,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,157036,160000,52,41.4,44.1,86.7,89.6,543.1,3.4,1424.7,,970330.1,33102.27119,,,Whole Building,Whole Building,38.9671724,-77.011669
PM03999200,3373_0835,3999200,6101 Blair Rd NW - Blair Rd DG,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,6101 BLAIR RD NW,BLAIR ROAD DEVELOPMENT GROUP LLC,4,6101 Blair Road  NW,Washington,DC,20011,1964,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,69261,69261,,5.9,6,18.1,18.4,44.4,0.6,69.1,,115626.1,116.6455522,,,Whole Building,Whole Building,38.96455,-77.01119
PM03663542,3377E_0807,3663542,0662-Washington DC - Blair RD. N.w.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,6011 BLAIR RD NW,EXTRA SPACE OF WASHINGTON DC BLAIR LLC,4,6011 Blair Road Nw,Washington,DC,20011,2009,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,51000,99564,83,11.7,12.7,27,28,102.3,1,66,,204929,4663.000118,,,Whole Building,Whole Building,38.96321585,-77.01095087
PM04000739,3377E_0809,4000739,6035 Blair Rd NW - Blair Rd DG,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,6035 BLAIR RD NW,BLAIR ROAD DEVELOPMENT GROUP LLC,4,6035 Blair Road  NW,Washington,DC,20011,1964,Self-Storage Facility,Self-Storage Facility,63711,63710,,5,5.5,10.5,10.8,26.3,0.4,166.3,,46791,1618.371507,,,Whole Building,Whole Building,38.96378222,-77.01076368
PM03999186,3379_0820,3999186,6031 Kansas Ave NW - Kansas Ave DG,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,6031 KANSAS AVE NW,KANSAS AVENUE DEVELOPMENT GROUP LLC,4,6031 Kansas Avenue  NW,Washington,DC,20011,1948,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,71562,71562,98,9.7,10.8,14.7,15.8,45.8,0.6,115.4,,44924.4,5418.449357,,,Whole Building,Whole Building,38.963088,-77.00921154
