Address,Atlanta Building ID,Blank ,Views by Parameter,City,ENERGY STAR Score,Number of Buildings,Number of Records,Postal Code,Grouped Property Types,Primary Property Type - Self Selected,Property GFA - Calculated (Buildings) (ft²),Property Id,Property Name,Property Notes,Site EUI (kBtu/ft²),Site Energy Use (kBtu),State/ Province,Table Names,Total GHG Emissions (Metric Tons CO2e) (group),Total GHG Emissions (Metric Tons CO2e),Water Use (kGal),Water Use Intensity (gal/ft²),Year Built,Year Ending,Year
"71 Elliott Street, SW",175098, ,,Atlanta,,1,1,30313,Municipal,Fire Station,6087,3963158,Fire Station 1,Water data: no recorded usage for the end of 2014.,265.2,1614270,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,144.099999999999,144.100000000,,,1961,12/31/2016,1/1/2017
267 Marietta Street,421528, ,,Atlanta,,1,1,30313,Lodging,Hotel,319114,6385968,Embassy Suites Atlanta at Centennial Olympic Park,Not Available,,,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,No Values Given,,,,1999,12/31/2016,1/1/2017
431 Marietta St NW,841337, ,65,Atlanta,65,1,1,30313,Lodging,Hotel,112029,6133814,Hyatt House Atlanta Downtown,"We have requested the Atlanta Building ID for this property from the City of Atlanta (Megan O'Neil), but have not yet received it. We searched for the ID online at the City of Atlanta website, but there did not appear to be any ABID associated already with this address.",77,8626233,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,983.39999999999895,983.400000000,4790.6,42.76,2015,12/31/2016,1/1/2017
387 Technology Circle,419991, ,,Atlanta,,1,1,30313,"Other, Mixed Use",Laboratory,134423,4137370,Technology Enterprise Park,Not Available,271.9,36549600,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,4219.5,4219.5,11980.3,89.12,2008,12/31/2016,1/1/2017
300 Marietta St NW,694074, ,,Atlanta,,1,1,30313,"Other, Mixed Use",Mixed Use Property,33464,6382885,"Legacy AH, LLC",Not Available,232.7,7787070,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,1012.2,1012.2,2457.4,73.44,1899,12/31/2016,1/1/2017
316 Peters Street SW,135237, ,,Atlanta,,1,1,30313,"Other, Mixed Use",Other,30740,6389126,Atlanta City Baptist Rescue Mission,Not Available,34.3,1054382,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,126.2,126.2,815.6,26.53,1900,12/31/2016,1/1/2017
165 Centennial Olympic Park Drive,457931_a, ,,Atlanta,,1,1,30313,Lodging,Other - Lodging/Residential,30300,4498773,Shepard's Inn - PDP,Not Available,112.7,3414810,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,341.10000000000002,341.1,2910.8,96.07,1988,12/31/2016,1/1/2017
165 Centennial Olympic Park Drive,457931_b, ,,Atlanta,,1,1,30313,Lodging,Other - Lodging/Residential,17600,4498827,Shepard's Inn - CLC,Not Available,130.3,2293280,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,273.60000000000002,273.6,1357.8,77.15,1988,12/31/2016,1/1/2017
144 Mills ST NW,794083, ,,Atlanta,,1,1,30313,Lodging,Other - Lodging/Residential,37800,4498832,Shepard's Inn - Fuqua Hall,Not Available,44.1,1666980,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,203.69999999999899,203.700000000,3817.8,101,1988,12/31/2016,1/1/2017
300 Peters St SW,969848, ,,Atlanta,,1,1,30313,Storage & Distribution,Self-Storage Facility,186250,4600702,U-Haul Moving and Storage at Peters St (776053),Not Available,10.7,1992870,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,304.30000000000001,304.3,99.2,0.53,1950,12/31/2016,1/1/2017
1048 Joeseph E. Boone Boulevard,657349, ,,Atlanta,,1,1,30314,Municipal,Fire Station,5580,3963178,Fire Station 16,"Gross Floor Area must be changed to 8,905 sq. ft. (this includes hose tower).
FYI The sq ft of the building (no hose tower) is 8,227.

Although the meter number is correct, the address on the Goergia Power bill is incorrect.1048 SIMPSON ST NW UNIT 59016 1702B0210000.

Gas data has zero consumption for a few months (including last months), cost data is questionable, and the 2010 totals dont match UMS 2010 totals. 

Water data appears to be wrong ($10/CCF instead of ~$22/CCF)",144.5,806310,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,85.400000000000006,85.4,,,1963,12/31/2016,1/1/2017
1690 MLK Jr Drive SW,618308, ,,Atlanta,,1,1,30314,Municipal,Municipal,3000,3926277,DPRCA-Powell Pool ~ Bath House,"Water data: no account at address.

Gas data: there is no data from utility or UMS for this address.",54.8,164400,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,25.1999999999999,25.200000000,,,1965,12/31/2016,1/1/2017
120 Anderson Avenue,619683, ,,Atlanta,,1,1,30314,Municipal,Municipal,20602,3915749,DPRCA-Anderson Park Rec Center,Not Available,57.4,1182550,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,150.0,150,,,1980,12/31/2016,1/1/2017
102 Ollie Street NW,835902, ,,Atlanta,,1,1,30314,Municipal,Municipal,28250,3935736,DPRCA-Washington Park Natatorium,Not Available,325.7,9201025,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,1003.5,1003.5,,,2003,12/31/2016,1/1/2017
1565 M. L. King Drive,530976, ,,Atlanta,,1,1,30314,Municipal,Municipal,5824,3935727,DPRCA-Cornelius Adolphous Scott Rec.,Gas data: there is no gas data for Nov. 2014 for this account from gas company.,78.8,458931,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,39.899999999999899,39.900000000,,,2005,12/31/2016,1/1/2017
835 Martin Luther King Jr Drive,260144, ,64,Atlanta,64,1,1,30314,Retail/ Entertainment,Wholesale Club/Supercenter,75676,4527212,Walmart Supercenter #01-3008,Not Available,99.3,7514630,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,1149.3,1149.3,1492,19.72,2013,12/31/2016,1/1/2017
"10 Cleveland Avenue, SW",622855, ,,Atlanta,,1,1,30315,Municipal,Fire Station,2873,3926664,Fire Station 30,Not Available,281.7,809324,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,101.7,101.7,,,1956,12/31/2016,1/1/2017
1600 Pryor Rd.,179465, ,,Atlanta,,1,1,30315,Retail/ Entertainment,Fitness Center/Health Club/Gym,55245,4075357,VILLAGES AT CARVER,Not Available,110.1,6082470,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,725.70000000000005,725.7,1019.1,18.45,2007,12/31/2016,1/1/2017
800 Cherokee Avenue,579204, ,,Atlanta,,1,1,30315,Municipal,Municipal,29554,4293084,DPRCA-Grant Park-Atlanta Cyclorama,This property may no longer be owned by the City.,5.5,162547,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,25.100000000000001,25.1,,,1925,12/31/2016,1/1/2017
211 Thornton Street,430189, ,,Atlanta,,1,1,30315,Municipal,Municipal,9496,3965348,DPRCA-Arthur Langford Park/Rec Ctr,Water data: there is only an irrigation account attached to this address and it shows virtually no usage.,47.4,450110,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,49.299999999999898,49.300000000,,,1965,12/31/2016,1/1/2017
1835 Henry Thomas Drive,388824, ,,Atlanta,,1,1,30315,Municipal,Municipal,19500,3965358,DPRCA-Thomasville Heights-Rec Ctr,Water data: meter on site but no usage recorded.,40.2,783900,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,83.299999999999898,83.300000000,,,1976,12/31/2016,1/1/2017
2000 Lakewood Ave,102640, ,,Atlanta,,1,1,30315,Municipal,Municipal,45663,3935731,OEAM-John Birdine Neighborhood CTR,"Gas data: there is no gas data for this account according to UMS and utility company.

Water data: no account at address.",57.5,2625620,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,402.80000000000001,402.8,,,1979,12/31/2016,1/1/2017
477 Windsor Street,907988, ,,Atlanta,,1,1,30315,Municipal,Municipal,52411,4293106,OEAM-Dunbar Recreation Center,Water data: irrigation account with no usage reported.,92.2,4832290,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,613.10000000000002,613.1,,,1990,12/31/2016,1/1/2017
"1955 Compton Drive, S.E.",884203, ,,Atlanta,,1,1,30315,Municipal,Municipal,6200,3935735,DPRCA-Southbend Ctr Arts ~ Culture,Gas data: there is no gas data for this account according to UMS and utility.,65.3,404860,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,62.100000000000001,62.1,,,2005,12/31/2016,1/1/2017
360 Englewood Avenue,529045, ,7,Atlanta,7,1,1,30315,Storage & Distribution,Non-Refrigerated Warehouse,33276,4278152,WW-Warehouse-Office-Englewood Ave,Gas data: there is no Nov. 2014 gas data according to utility.,69.9,2325990,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,308.30000000000001,308.3,,,2005,12/31/2016,1/1/2017
880 Cherokee Avenue,628373, ,,Atlanta,,1,1,30315,"Other, Mixed Use",Other,3292,3935738,Police Zone 3 - Cherokee Ave,Not Available,117.3,386152,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,45.5,45.5,,,1990,12/31/2016,1/1/2017
180 Poole Creek Road,842433, ,,Atlanta,,1,1,30315,"Other, Mixed Use",Other,43959,4293104,Police Dept. Academy,"This account is likely a duplicate of ""Police Training Academy.""",0,0,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,No Values Given,0,,,2002,12/31/2016,1/1/2017
120 Claire Drive,927699, ,,Atlanta,,1,1,30315,"Other, Mixed Use",Other,30500,4293096,PW ST. OPS-Traffic Signals-Flashers,Not Available,0.1,3050,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,0.40000000000000002,0.4,,,2005,12/31/2016,1/1/2017
407 Ashwood Ave. S W,952312, ,,Atlanta,,1,1,30315,"Other, Mixed Use",Other,36125,4278147,Fire Training Facility,Not Available,41.5,1499190,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,134.30000000000001,134.3,,,2005,12/31/2016,1/1/2017
780 Custer Avenue,104653, ,,Atlanta,,1,1,30315,"Other, Mixed Use",Other,35424,4293078,WW-Custer Avenue CSO,"Gas data: according to UMS and gas utility, there is no gas data for this address.",23,814752,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,125.099999999999,125.100000000,,,2006,12/31/2016,1/1/2017
"431 Flat Shoals Avenue, S.E.",716400, ,,Atlanta,,1,1,30316,Municipal,Fire Station,9659,3963176,Fire Station 13,"General Information:
- FS13 opened for occupancy in April 2010, so utility data should begin that month.

Electricity Data:
- There are two electricity meters tied to FS13 in UMS, and are currently aggregated in ESPM. Separate the two meters and only provide the building's electricity use. 
- Georgia Power Company Account:2236329027 is for the new/current FS13 (431 Flat Shoals), while Georgia Power Company Account:6734836005 probably pertains for the old FS13 (across the street @ 447 Flat Shoals).

Gas Data:
- There are two gas meters tied to FS13 in UMS, and are currently aggregated in ESPM. Separate the two meters and only provide building gas use.  
- Gas meter #2980855 is for the new/current FS13 (431 Flat Shoals).

Water Data:
- There are two water meters tied to FS13 in UMS, and are currently aggregated in ESPM. Separate the two meters and only provide building water use.  
- The water meter should only include the use of water, but the cost of both water and sewer.",75.6,730220,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,82.700000000000003,82.7,,,2010,12/31/2016,1/1/2017
"100 Flat Shoals Avenue, SE",486969, ,,Atlanta,,1,1,30316,Municipal,Municipal,17550,3935732,DPRCA-Lang-Carson Rec Center,Not Available,58.7,1030185,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,158.099999999999,158.100000000,,,1987,12/31/2016,1/1/2017
177 Estoria St SE,720651, ,,Atlanta,,1,1,30316,Municipal,Municipal,10128,4293103,DPRCA-Cabbagetown Park,Gas data: There is no gas data in UMS or from the utility for this account.,8.9,90139.2,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,13.800000000000001,13.8,,,2002,12/31/2016,1/1/2017
150 Garnett Street and 254 Peachtree Street,754656, ,,Atlanta,,1,1,30316,Municipal,Municipal,592786,3935728,Corrections-Jail and Municipal Court,"Revised floor area from 41,160 to 249,793 Sq-Ft. Revision history for Corrections-Jail and Municipal Court looks unusual.  Is this correct?

Water data: non-metered account, no data reported",84.2,49912600,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,6882.6999999999898,6882.700000000,,,2005,12/31/2016,1/1/2017
248 Chester Ave.,812082, ,,Atlanta,,1,1,30316,"Other, Mixed Use",Other,36673,6368046,AT&T,Not Available,69.2,2537770,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,388.39999999999901,388.400000000,7088.2,193.28,1969,12/31/2016,1/1/2017
1510  Key Road,176345, ,,Atlanta,,1,1,30316,"Other, Mixed Use",Other,29000,4293085,WW-Intrenchment Crk Plant-Treatment-,"Gas data: according to UMS and gas utility, there is no gas data for this account.",561.7,16289300,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,2499.6999999999898,2499.700000000,,,2005,12/31/2016,1/1/2017
790 Berne Street,175047, ,,Atlanta,,1,1,30316,Education (Pre-12),Other - Education,50000,6377413,Warren Boys & Girls Club,Not Available,19.7,985000,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,150.5,150.5,375.7,7.51,1965,12/31/2016,1/1/2017
1067 Memorial Drive,899310, ,,Atlanta,,1,1,30316,Storage & Distribution,Self-Storage Facility,56039,4479593,23402-Atlanta/Memorial Drive,Not Available,7,392273,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,60.0,60,42,0.75,2000,12/31/2016,1/1/2017
2007 Oakview Road SE,367708, ,,Atlanta,,1,1,30317,Municipal,Fire Station,10845,3963162,Fire Station 18,"Gas data: There is no Nov. 2014 data from ums or utility.

Water data: There is only a fire services account that shows no usage through Nov. 2014.",56.1,608404,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,64.700000000000003,64.7,,,2009,12/31/2016,1/1/2017
241 Daniel Avenue,978702, ,,Atlanta,,1,1,30317,Municipal,Municipal,8100,3965359,DPRCA-Zaban Recreation Bldg.,"Water data: water account is listed as ""vacant"" with no service reported since Nov. 2010.",37.8,306180,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,30.600000000000001,30.6,,,1940,12/31/2016,1/1/2017
1530 Woodbine Avenue,263487, ,,Atlanta,,1,1,30317,Municipal,Municipal,13200,3935737,DPRCA-Wesley Coan Park-Rec Center,Not Available,89.7,1184040,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,126.8,126.8,,,1975,12/31/2016,1/1/2017
2051 Delano Drive,427189, ,,Atlanta,,1,1,30317,Municipal,Municipal,19763,3935726,DPRCA-Bessie Branham Rec. Bldg.,"5/6/2015
Changed overall floor area to 19,763 square feet (take-offs from plans).
Original floor area was 23,080 square feet. 
- Southface

Gas data: there is no gas data for Nov. 2014 according to gas company.",53.3,1053370,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,125.0,125,,,1980,12/31/2016,1/1/2017
1530 Woodbine,764372, ,,Atlanta,,1,1,30317,Municipal,Municipal,1000,3965360,DPRCA-Coan Multi Purpose Field,"Gas data: data is for the rec center account with same name.

Water data: data is for the rec center account with the same name.",42.1,42100,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,6.5,6.5,,,2002,12/31/2016,1/1/2017
2532 Bolton Road,544461, ,,Atlanta,,1,1,30318,Municipal,Drinking Water Treatment & Distribution,32172,4293097,Water-Treatment Plant-Chattahoochee,"Water data:no account at address.

Gas data: there is no gas data at this account address.",4205.4,135296000,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,20761.400000000001,20761.4,,,1967,12/31/2016,1/1/2017
"817 Hollywood Road, NW",867332, ,,Atlanta,,1,1,30318,Municipal,Fire Station,3408,3926659,Fire Station 22,Gas data: There is no gas data for Nov. 2014 from the gas company.,112.5,383400,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,35.899999999999899,35.900000000,,,1939,12/31/2016,1/1/2017
"1545 Howell Mill Road, NW",695871, ,,Atlanta,,1,1,30318,Municipal,Fire Station,5265,3926660,Fire Station 23,Not Available,117.9,620744,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,54.299999999999898,54.300000000,,,1948,12/31/2016,1/1/2017
1711 Marietta Blvd NW,497246, ,,Atlanta,,1,1,30318,Municipal,Fire Station,10525,3963168,Fire Station 8,Not Available,100,1052500,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,86.700000000000003,86.7,,,1967,12/31/2016,1/1/2017
2911 Bankhead Highway NE,434280, ,,Atlanta,,1,1,30318,Municipal,Fire Station,8000,3963182,Fire Station 38,Not Available,164.5,1316000,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,161.19999999999899,161.200000000,,,1972,12/31/2016,1/1/2017
"1401 Marietta Blvd., NW",428318, ,,Atlanta,,1,1,30318,"Other, Mixed Use",Manufacturing/Industrial Plant,62645,4483834,"Art Laminating & Finishing, LLC",This is one building.  428318 is being submitted on behalf of 428318_a and 428318_b.,84.2,5274709,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,715.89999999999895,715.900000000,700.7,11.19,1956,12/31/2016,1/1/2017
1170 Howell Mill Road,525754, ,,Atlanta,,1,1,30318,"Other, Mixed Use",Mixed Use Property,141739,4463884,WSPD-S-WP Building-1170 Howell Mill,"Atlanta Building ID 525754 is for all 3 White Provision Buildings. (525754, 238744, and 255813)

Account # 99035 is for outdoor lighting, no energy consumption data shown on bills",,,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,No Values Given,,4140.2,29.21,1910,12/31/2016,1/1/2017
1000 Northside Drive NW,149214, ,69,Atlanta,69,1,1,30318,Multi Family,Multifamily Housing,301817,4897013,Arium Westside,Not Available,43.9,13249800,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,2031.7,2031.7,8308.5,27.53,2010,12/31/2016,1/1/2017
"750 Francis Place, NW",215564, ,,Atlanta,,1,1,30318,Municipal,Municipal,30613,3935730,DPRCA-Grove Park ~ Rec Center,Not Available,39.3,1203090,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,139.19999999999899,139.200000000,,,1987,12/31/2016,1/1/2017
2305 Donald Lee Hollowell,725677, ,,Atlanta,,1,1,30318,Municipal,Municipal,5790,3935739,DPRCA-Donald Lee Hollowell,Gas data: There is no gas data for this location in UMS or from utility.,13.4,77586,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,11.9,11.9,,,2002,12/31/2016,1/1/2017
1570 Northside Dr. NW,214589, ,,Atlanta,,1,1,30318,Office,Office,,5479144,1570 Northside LLC,Not Available,,,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,520.0,520,531.8,,1988,12/31/2016,1/1/2017
3045 Donald Lee Hollowell Parkway NW,456374, ,,Atlanta,,1,1,30318,Office,Office,15100,6384930,ID 456374 REPUBLIC SERVICES OF GEORGIA ADMIN BLDG,"The floor area was measured to the best of our abilities... 
All utilities are based on actual billing information.",48.1,726310,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,111.099999999999,111.100000000,174.2,11.54,1992,12/31/2016,1/1/2017
1510 Ellsworth Industrial Blvd.,432865, ,,Atlanta,,1,1,30318,Office,Office,,6331483,Ellsworth,Not Available,,,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,92.299999999999898,92.300000000,4744.9,,2016,12/31/2016,1/1/2017
1670 DeFoor Avenue,491332, ,94,Atlanta,94,1,1,30318,Office,Office,60008,4468418,"Ballard Designs, Inc.",Not Available,34.5,2070276,Georgia,Data Request_Atlanta 2017 Transparency Report (16).xlsx/2017 CEP,284.69999999999902,284.700000000,395,6.58,1929,12/31/2016,1/1/2017
