natural_gas_use_kbtu,portfolio_manager_id,postal_code,property_name,source_eui_kbtu_ft,total_ghg_emissions_mtco2e,district_steam_use_kbtu,site_eui_kbtu_ft,primary_property_type_epa_calculated,number_of_buildings,energy_star_score,location_1_address,year_built,fuel_oil_2_use_kbtu,property_floor_area_buildings_and_parking_ft,water_use_all_water_sources_kgal,electricity_use_kbtu,notes,philadelphia_building_id
"12,448.30",3772904,19137,All City Self Storage,3.4,10.3,Not Available,1.2,Self-Storage Facility,1,Not Available,5500 Sansom Street,1935,Not Available,70506,0.1,72328.30,,884247200
"10,845,313.60",3884233,19103,Franklin Institute,291.3,4192.00,Not Available,114.8,Museum,1,Not Available,222 N 20th St,1932,"96,848.40",446000,8061.80,26958061.90,,782779400
"8,194,076.30",1973985,19131,Shop Rite of Parkside Plaza,552.5,1677.80,Not Available,255.8,Supermarket/Grocery Store,1,94,5200 Jefferson Street,2008,Not Available,68325,2922.50,9282554.10,,882920300
"981,168.20",3773860,19114,"Muller, Inc.",89.2,825.2,Not Available,31.5,Non-Refrigerated Warehouse,1,48,2800 Grant Ave.,1984,Not Available,214815,494.1,5775270.60,,884224004
Not Available,3954691,19147,420 s. Second Street,0.5,2.2,Not Available,0.2,Restaurant,1,Not Available,420 South 2nd Street,1950,Not Available,195154,1204.80,16614.40,,883406500
"1,726,877.30",3330781,19139,Barry,124.3,540.7,Not Available,51.2,K-12 School,1,67,5900 RACE ST,2008,Not Available,99287,1991.80,3354007.90,,783431200
"185,842.80",3773802,19102,MidTown Garage,33.1,139.6,Not Available,11.8,Parking,1,Not Available,1416 Chestnut St.,1984,Not Available,97778,10.8,969350.90,,883421500
"9,013,711.20",3892157,19148,SS Neumann Goretti High School,68.6,868.2,Not Available,43.9,K-12 School,1,98,1730 S 10th St,1955,Not Available,271320,1743.90,2909546.80,,771251200
"1,936,182.20",3682801,19136,Wolf Investments Corp. #3,58.6,373.3,Not Available,27.7,Other,1,Not Available,8301 Torresdale Ave.,1963,Not Available,143000,1654.00,2020706.80,,884259500
"430,172.90",3958205,19116,PEI-Genesis,22.9,23.2,Not Available,21.6,Other,2,Not Available,2180 Hornig Road,1987,Not Available,20000,108.3,2308.30,,883095110
"2,059,844.00",3958716,19140,Sacred Heart Home,119.3,310.1,Not Available,61.8,Other,1,Not Available,1315 W. Hunting Park Avenue,1953,Not Available,57600,1736.80,1499534.80,,881448300
"4,068,518.20",3788675,19131,List Associates,217.7,1219.70,Not Available,90.5,Office,1,65,3905 Ford Rd,1956,Not Available,127785,4685.20,7497013.60,,774016000
"1,077,842.80",3664350,19134,Diamond Furniture,44,309.3,Not Available,18.5,Distribution Center,2,Not Available,3412 J Street,1925,Not Available,160000,235.8,1882790.40,,884110550
"173,873.90",3892827,19137,3000 Orthodox St,69.1,199.9,Not Available,23.7,Other,1,Not Available,3000 Orthodox St,1950,Not Available,67326,273.3,1424295.00,,884206500
"4,560,999.60",3762103,19107,097-Hampton Inn - Philadelphia,174.9,1230.20,Not Available,74.7,Hotel,1,61,1301 Race Street,2001,Not Available,202400,9278.00,7380408.50,,883704760
"117,574.00",3882229,19132,ttfop,14.5,36.7,Not Available,6,Non-Refrigerated Warehouse,1,93,2901 N 18th st,1940,Not Available,59301,157.4,227409.20,,111210310
Not Available,16290,19102,Two Commerce Square,230.3,10242.60,Not Available,73.4,Office,1,76,2001 Market Street,1992,Not Available,1103420,18278.50,76514304.70,,883054361
Not Available,3800036,19114,24232-Philadelphia / Grant Avenue,5.3,25,Not Available,1.7,Non-Refrigerated Warehouse,1,100,2700 Grant Avenue,2000,Not Available,111150,32,186503.30,,884223000
Not Available,1840857,19103,One Liberty Place,183,10420.20,Not Available,58.3,Office,1,74,1650 Market Street,1987,Not Available,1191592,10012.20,77779474.30,,883031676
"13,536,845.00",3061663,19104,IRS 30th Street Campus (165),210.6,8482.60,Not Available,76.7,Office,1,84,2970 Market Street,2010,Not Available,1481088,11538.60,57995674.70,,883063100
"10,340,088.70",3694570,19140,Courtland Shop,217.2,577.1,Not Available,199,Other - Public Services,1,Not Available,4529 North 3rd Street,1952,Not Available,53000,583.5,207995.50,,884351660
"150,400,758.70",3762393,19141,Einstein Medical Center Philadelphia,314.5,24719.20,Not Available,157.4,Hospital (General Medical & Surgical),20,92,5501 Old York Rd,1950,Not Available,2207000,115615.40,124981150.60,,776009000
Not Available,3968965,19130,JBJ Soul Homes,,,Not Available,,Residence Hall/Dormitory,1,Not Available,1415 Fairmount Avenue,2014,Not Available,75000,,,,886806600
"5,432,303.40",3330779,19143,Turner,98.2,840.6,Not Available,50.3,K-12 School,1,28,5900 BALTIMORE AVE,1971,Not Available,190000,2243.60,4124377.80,,783030800
Not Available,3800039,19123,63636-Philadelphia / Penns Landing,6.4,16.2,Not Available,2,Non-Refrigerated Warehouse,1,100,456 N Columbus Ave used to be Deleware,2000,Not Available,59000,86,120928.10,,884019025
"46,661.30",3884250,19131,Bala Nursing & Rehabilitation Center,280.6,528,Not Available,90.1,Senior Care Community,1,Not Available,4001 Ford Rd.,1988,Not Available,44101,68.1,3925465.10,,881446500
"27,466,553.50",3281373,19136,Philadelphia Industrial Correction Center,463,4177.50,Not Available,238.9,Prison/Incarceration,1,Not Available,8203 State Rd,1979,Not Available,200000,81929.70,20308735.80,,786504751
"2,383,232.30",3877251,19145,The Prepartory Charter High School,44.8,143.4,Not Available,38.8,K-12 School,2,100,1928 Point Breeze Ave,1950,Not Available,64748,414.1,125890.20,,773743300
"7,278,308.80",3892250,19136,Saint Hubert's Catholic High School for Girls,81.1,625.5,Not Available,55.5,K-12 School,1,93,7300 Torresdale Avenue,1924,Not Available,163350,826.6,1784616.60,,778301000
"228,420.70",3916385,19130,Rodin Place,179.5,1853.70,Not Available,57.8,Office,1,78,2000 Hamilton Street,1989,Not Available,272000,5170.40,13756887.20,,883066600
"5,196,215.80",3894558,19123,Tucker House Nursing,405.6,1163.20,Not Available,182.6,Senior Care Community,1,5,1001 Wallace Street,1978,Not Available,64752,8546.20,6627240.20,,881444100
"3,211,528.50",3330865,19121,Duckrey,118.5,537.6,Not Available,58.9,K-12 School,1,67,1501 W DIAMOND ST,1968,Not Available,101115,243.8,2741420.20,,784093000
Not Available,29230,19103,1818 Market St,157.1,7022.70,"26,812,283.50",66.8,Office,1,89,1818 Market St Suite 1120,1973,Not Available,1375871,16745.20,39161332.40,,883033001
Not Available,3762384,19115,Paul's Run,,,Not Available,,Not Available,4,Not Available,9896 Bustleton ave,1981,Not Available,,19011.70,18846782.50,,778038005
"3,390,531.00",3891054,19135,Freedom International,133.6,339.8,Not Available,83.8,Distribution Center,1,29,6601 New State Rd,1965,Not Available,54683,177.1,1192866.90,,884179500
"65,490,292.00",3281343,19136,Curran Fromhold Correctional Facility,551.4,10802.10,Not Available,275.5,Prison/Incarceration,1,Not Available,7901 State Rd,1995,Not Available,436250,87208.30,54708758.60,,786504751
"130,507.20",3790288,19137,Bridge Industrial Center Associates,5.2,36.4,Not Available,2.2,Non-Refrigerated Warehouse,1,100,2251 Fraley Street,1912,Not Available,160000,157.8,220319.70,,884213000
"1,678,006.10",3672870,19114,rivers edge,263.6,609.7,Not Available,105,Senior Care Community,1,18,9501 state road,1986,Not Available,53009,4361.00,3888861.10,,881435201
"7,547,900.80",3668258,19122,Girard Medical Center,224.4,3022.30,Not Available,112,Hospital (General Medical & Surgical),1,100,801 W. Girard Avenue,1989,"9,175,482.30",279137,25159.20,14434346.60,,771032100
"1,386,177.60",3980064,19154,9815 Roosevelt Blvd.,70.2,246.4,Not Available,34.1,Non-Refrigerated Warehouse,1,59,9815 Roosevelt Blvd.,1971,Not Available,78500,264.1,1290567.50,,884266000
"15,833,965.80",1297698,19106,PA0144ZZ - PHILADELPHIA CUSTOMHOUSE,141.5,3518.70,Not Available,63.8,Office,1,86,200 CHESTNUT STREET,1934,-,567710,5296.90,20002887.50,,781049800
"17,364,488.20",1048989,19114,Philadelphia,133.5,5839.80,Not Available,54.1,Non-Refrigerated Warehouse,1,61,2760 Red Lion Road,2000,Not Available,1300752,4645.50,36734854.40,,884288400
Not Available,3890983,19107,1015 Chestnut Street,173.8,1070.20,"4,645,077.70",76.6,Office,1,77,1015 Chestnut Street,1940,Not Available,135000,2452.40,5690915.70,,883310000
"52,364,246.30",1134770,19106,PA0000BG - BYRNE GREEN COMPLEX,131.3,10034.90,Not Available,62.3,Other,1,88,600 ARCH STREET,1970,"46,092.00",1834559,28744.60,54168840.30,,781208400
"995,237.50",3686050,19135,NATIONAL GREYHOUND ADOPTION PROGRAM,15.6,52.9,Not Available,14.9,Other,1,Not Available,6801 NEW STATE ROAD,1956,Not Available,66786,285.9,,,884351865
Not Available,3891494,19148,Pier 78 South,22.2,342.9,Not Available,7.1,Non-Refrigerated Warehouse,1,Not Available,1989 S. Columbus Blvd,1930,Not Available,362000,883.6,2561322.20,,884463820
155.9,3965450,19122,ANNENBERG and TOMLINSON THEATER,292.5,1634.20,"8,649,789.80",137.4,College/University,1,Not Available,2020 N. 13TH,2000,Not Available,120576,2946.70,7917225.30,,777570800
"6,611,600.00",1452163,19106,American College of Physicians Headquarters,180.4,2133.60,Not Available,73.7,Office,1,88,190 N. Independence Mall West,1998,Not Available,322610,3198.50,13315408.50,,771523010
"209,585.50",3330736,19131,Gompers,169.4,592.8,Not Available,129,K-12 School,1,21,5701 WYNNEFIELD AVE,1949,"5,990,303.60",56000,92,1024459.50,,783766600
"11,160,339.80",3620094,19154,2828 Charter Rd.,104.3,1319.90,Not Available,60.1,Other,1,Not Available,2828 Charter Rd.,1957,Not Available,276000,541.2,5431965.40,,884290500
"8,932,766.50",3694574,19131,Overbrook Shop,149.9,1352.60,Not Available,77.5,Other - Public Services,1,Not Available,5320 West Jefferson Street,1994,Not Available,200000,366.5,6560197.80,,521034500
"77,422.60",3687631,19104,The Wistar Institute,686.2,7987.30,"34,005,956.50",300.9,Laboratory,1,Not Available,3601 Spruce Street,1894,Not Available,255427,14868.30,42768567.00,,773542000
Not Available,3512076,19103,GLC 11310/1631 ARCH ST/PHILADELPHIA/PA,799.3,5546.30,"4,737,325.90",272.7,Office,1,1,1631 ARCH ST,1905,Not Available,160661,3911.00,39082344.60,,772614000
"53,280,181.80",4470406,19118,Chestnut Hill Hospital,391.7,8348.60,Not Available,199.9,Hospital (General Medical & Surgical),1,52,8835 Germantown Ave.,1921,"129,996.00",473062,25450.20,41152848.50,,775001000
"7,129.10",3673215,19107,Farm Journal,403.2,1883.80,"7,646,044.70",174.3,Medical Office,1,12,230 S. 7th St,1910,Not Available,102855,4078.60,10277090.70,,771005500
"14,767,848.80",4123417,19153,Distribution Center #9001,118,2060.60,Not Available,63.1,Non-Refrigerated Warehouse,1,55,8201 Enterprise Avenue,1969,Not Available,385000,446.9,9533312.20,,773102500
"4,874,490.30",2851085,19107,Juniper Residence Hall,216.2,771.1,Not Available,109.8,Residence Hall/Dormitory,1,30,311 South Juniper Street,1923,Not Available,79233,5667.00,3826097.40,,772508070
"1,375,147.90",1273633,19124,PECO G and Luzerne Service Center,226,225.7,Not Available,113.2,Other,1,Not Available,4000 G Street,1951,Not Available,22230,0.2,1140399.60,,775618005
"665,241.90",3569461,19144,301 E. CHELTEN AVENUE,163,596.2,Not Available,57.1,Other,1,Not Available,301 E. CHELTEN AVENUE,1930,Not Available,85000,100,4189758.60,,883550200
"1,205,395.20",3957443,19153,"3265 S 61ST ST ""Jerry's Corner""",189.6,456.2,Not Available,74.9,Other - Mall,1,Not Available,3265 S 61ST ST,1955,Not Available,55200,834,2929360.30,,882089000
"778,446.30",3788593,19154,ST. ANSELM ANNEX,120.3,61.7,Not Available,86.4,Office,1,73,12700 DUNKS FERRY RD.,1970,Not Available,10764,28.4,151962.50,,778144000
"1,453,952.50",3776449,19145,Calvary Temple Church,71.5,174.5,Not Available,40.9,Worship Facility,1,Not Available,3301 S. 20th. St.,1965,Not Available,53259,333.7,726847.10,,773224000
"67,704,096.00",3952478,19145,Constitution Health Plaza,458.2,5957.00,Not Available,309.2,Medical Office,5,Not Available,1930 South Broad Street,1920,Not Available,289700,17105.00,17636375.50,,773010000
"2,264,894.70",4096814,19153,777 Brewster Avenue,119.7,565.1,Not Available,52.2,Non-Refrigerated Warehouse,2,Not Available,777 Brewster Avenue,1978,Not Available,107076,742.8,3322987.10,,884165500
"8,537,518.50",3751830,19149,St. Matthew Church (correct),108.1,720.5,Not Available,74.8,K-12 School,4,65,3000 Cottman Ave.,1937,Not Available,140800,2367.30,1994464.50,,778130000
"2,322,955.90",3607693,19103,"135 South 18th Street, Philadelphia",166.6,727.8,Not Available,68.6,Multifamily Housing,1,9,135 South 18th Street,1912,Not Available,99722,2508.20,4515406.70,,883707000
"1,387,631.90",4495651,19153,Hawthorn Suites Philadelphia Airport,147.1,638.5,Not Available,56.1,Hotel,5,28,4521 Island Avenue,1994,Not Available,100000,2680.90,4219320.10,,883741000
"1,135,767.80",3656455,19137,Franklin Towne Charter Elementary School,140.6,668.6,Not Available,51.6,K-12 School,1,57,4259 Richmond Street,2011,Not Available,110000,697,4544186.90,,882126005
"361,269.70",3330811,19139,Vare EH,156.2,1148.90,Not Available,114.7,K-12 School,1,30,2101 S 24TH ST,1980,"11,127,906.10",123019,751,2270129.20,,782808000
Not Available,4020021,19103,12 SOUTH 23RD STREET,288.7,768.3,Not Available,92,Parking,1,Not Available,12 S. 23RD STREET,1981,Not Available,138576,683.3,5739495.80,,883426600
"5,760,997.60",2474727,19144,PA0000AT - WISSAHICKON FED BLDG,342.9,6784.10,Not Available,120.7,Office,1,37,5000 WISSAHICKON AVE,1998,"125,442.00",449021,11337.00,48322844.10,,784484000
Not Available,3120916,19107,GLC 16200/900 RACE ST/PHILADELPHIA/PA,,10308.00,"4,469,416.80",,Office,1,Not Available,900 RACE ST,1905,Not Available,977314,9609.00,74785990.20,,771618000
Not Available,3512080,19139,GLC 13080/5650 CHESTNUT ST/PHILADELPHIA/PA,280,903.4,Not Available,89.2,Office,1,18,5650 CHESTNUT ST,1905,Not Available,75676,1105.00,6748895.10,,774605005
"7,023,513.60",3330772,19104,School of the Future,206.2,1484.80,Not Available,94.5,K-12 School,1,12,4021 PARKSIDE AVE,2006,Not Available,162000,994.2,8304920.60,,783172380
"2,493,039.90",3954641,19103,Sheraton Philadelphia Downtown,102.2,3910.00,"28,056,611.40",56.4,Hotel,1,96,201 North 17th Street,1980,Not Available,800562,49015.40,14302936.80,,883720000
Not Available,3512105,19146,GLC 16600/423 S 17TH ST/PHILADELPHIA/PA,693.9,1748.40,Not Available,221,Office,1,1,423 S 17TH ST,1905,Not Available,59101,130,13061125.80,,772614900
"2,125,217.90",3858184,19118,Norwood-Fontbonne Academy,76,297.8,Not Available,40.6,K-12 School,7,82,201 Sunset Ave,1920,Not Available,86394,19008.70,1381558.00,,775537000
"4,939,914.80",3330961,19120,Washington Grover,120.4,808.6,Not Available,60.3,K-12 School,1,70,201 E OLNEY ST,2000,Not Available,149500,873,4080598.50,,785373150
"4,199,351.80",3330763,19114,Holme,155.9,520.2,Not Available,87.9,K-12 School,1,16,9120 ACADEMY RD,1950,Not Available,73000,2325.70,2219988.10,,786002100
Not Available,3891499,19148,Pier 78 South Annex,13.1,116.1,Not Available,4.2,Non-Refrigerated Warehouse,1,95,2001 S. Columbus Blvd,1996,Not Available,208000,39.9,867058.10,,884463830
"550,460.90",3696167,19135,Eastern Surplus,26.7,95.8,Not Available,13.1,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2,Not Available,5825 Tacony St,1950,Not Available,80140,67.1,497116.50,,884177825
"3,060,640.60",3330789,19104,Penn Alexander,209.6,779.2,Not Available,90.9,K-12 School,1,10,4209 SPRUCE ST,2002,Not Available,84357,871.8,4606353.50,,773151500
"5,668,858.10",3330933,19128,Shawmont,113.1,449.9,Not Available,81.2,K-12 School,1,33,535 SHAWMONT AVE,1929,Not Available,83510,357.9,1111327.30,,784401200
"64,540,929.30",3879811,19111,Fox Chase Cancer Center,629.2,16875.80,Not Available,271,Other,10,Not Available,333 Cottman Ave,1947,"24,315.60",1086260,46603.60,100443001.90,,778022500
"414,174.50",3977234,19121,Eastern Electrical Liquidators,18.3,81.7,Not Available,8.6,Non-Refrigerated Warehouse,2,Not Available,1511 N 26th St,1800,Not Available,100000,91.1,445725.90,,884100600
Not Available,3512113,19121,GLC 19100/1601 JEFFERSON ST/PHILADELPHIA/PA,384.5,900.5,Not Available,122.5,Office,1,2,1601 JEFFERSON ST,1905,Not Available,54931,154,6727211.80,,772616000
"13,189.40",3969866,19122,BIOLOGY,1204.10,10413.80,"96,155,336.60",856.9,College/University,1,Not Available,1900 N. 12TH,2000,Not Available,168651,22859.80,18242432.00,,777570400
"3,310,047.00",3875677,19106,Holiday Inn Express Penns Landing,191.2,736.7,Not Available,86.2,Hotel,1,38,100 North Columbus Blvd.,1986,Not Available,87000,4919.00,4189594.80,,883710500
"9,210,193.10",3330777,19139,Sulzberger,117.6,678.4,Not Available,88.5,K-12 School,1,20,4725 FAIRMOUNT AVE,1924,Not Available,120000,1079.50,1413248.00,,783707600
Not Available,1060573,19103,1700 Market Street,211.7,8705.10,"23,080,930.10",82.8,Office,1,79,1700 Market Street,1968,Not Available,925698,13352.80,53580410.20,,883032000
"10,922,243.40",3330945,19124,Harding,129.1,802.5,Not Available,97.3,K-12 School,1,59,2000 WAKELING ST,1924,Not Available,129264,122,1661415.10,,786550200
"2,938,325.20",3687914,19154,"Arbill Industries, Inc.",92.9,410.4,Not Available,49.7,Distribution Center,1,65,10450 Drummond Road,1968,Not Available,98719,355,1900053.40,,884284000
"465,277.30",4567894,19139,West Philadelphia Community,33.8,82.1,Not Available,16.5,Outpatient Rehabilitation/Physical Therapy,1,Not Available,137 S. 58th Street,1919,Not Available,54240,300.5,428641.00,,774713050
"6,211,161.90",3751369,19119,Lutheran Theological Seminary of Philadelphia,88.1,1025.20,Not Available,44,College/University,6,Not Available,7301 Germantown Ave.,1889,-,259257,1519.20,5194084.20,,775515000
Not Available,3960850,19123,Penn Dion,26.3,100.9,Not Available,8.4,Other,1,Not Available,915 Spring Garden Street,1900,Not Available,90000,861,753683.20,,884027115
"908,535.60",3281341,19130,Art Museum Main Bldg & Perelman Bldg,365,13895.30,"91,120,800.70",186.9,Other - Entertainment/Public Assembly,2,Not Available,2600 Ben Franklin Pkwy,1929,Not Available,804000,24934.90,58243522.40,,782513700
Not Available,1440658,19103,"United Plaza Lease, L.P.",220,6910.50,"11,583,014.60",80,Office,1,77,30 South 17th Street,1975,Not Available,699896,10816.30,45877479.00,,883051500
"171,848.00",3875829,19141,Grata Data Center,716.3,1276.00,Not Available,230.8,Data Center,1,Not Available,1000 W Tabor Rd,1962,Not Available,41740,1046.20,9463803.00,,776012000
"1,136,849.00",3811532,19426,"Julius Silvert, Inc",195.5,859.7,Not Available,69.7,Food Sales,1,Not Available,231 E Luzerne Street,1970,Not Available,102000,101382.00,5970901.10,,884052000
Not Available,3824714,19134,laundry mall,,160.1,Not Available,,"Personal Services (Health/Beauty, Dry Cleaning, etc.)",1,Not Available,413 E. Allegheny Ave.,1905,Not Available,47000,,,,884526200
"236,411.40",3958054,19114,"9300 Ashton Rd,",16.3,55.9,Not Available,7.2,Non-Refrigerated Warehouse,1,98,"9300 Ashton Rd., Units 2 and 3",1970,Not Available,77576,157.3,323581.70,,884227015
